2.51	7.899
7.52	7.898
12.53	7.897
17.54	7.897
22.55	7.897
27.56	7.897
32.58	7.897
37.59	7.897
42.60	7.896
47.61	7.897
52.63	7.897
57.64	7.897
62.65	7.646
67.66	7.653
72.68	7.657
77.69	7.661
82.70	7.663
87.71	7.665
92.72	7.665
97.73	7.666
102.75	7.666
107.76	7.667
112.78	7.667
117.79	7.667
122.81	7.666
127.82	7.666
132.83	7.666
137.85	7.666
142.86	7.665
147.88	7.664
152.89	7.664
157.90	7.664
162.92	7.664
167.93	7.664
172.95	7.663
177.96	7.663
182.98	7.663
187.99	7.663
193.00	7.662
198.02	7.662
203.03	7.662
208.04	7.662
213.05	7.662
218.06	7.661
223.07	7.661
228.09	7.660
233.10	7.660
238.11	7.660
243.13	7.660
248.14	7.659
253.15	7.659
258.16	7.659
263.17	7.659
268.19	7.658
273.20	7.658
278.21	7.658
283.22	7.658
288.23	7.657
293.24	7.657
298.26	7.657
303.27	7.657
308.28	7.656
313.30	7.656
318.32	7.656
323.33	7.656
328.34	7.655
333.36	7.655
338.37	7.655
343.39	7.655
348.40	7.654
353.42	7.654
358.43	7.654
363.45	7.654
368.46	7.653
373.47	7.653
378.49	7.653
383.51	7.653
388.52	7.652
393.53	7.652
398.55	7.652
403.56	7.651
408.58	7.651
413.59	7.651
418.61	7.651
423.62	7.651
428.64	7.651
433.65	7.650
438.66	7.650
443.68	7.650
448.69	7.650
453.70	7.649
458.71	7.649
463.72	7.649
468.74	7.649
473.75	7.649
478.76	7.648
483.77	7.648
488.78	7.648
493.79	7.648
498.80	7.648
503.81	7.648
508.83	7.647
513.84	7.647
518.85	7.647
523.86	7.646
528.87	7.646
533.88	7.646
538.90	7.646
543.91	7.646
548.92	7.645
553.93	7.645
558.94	7.645
563.95	7.645
568.97	7.644
573.98	7.644
578.99	7.644
584.01	7.644
589.02	7.644
594.03	7.643
599.04	7.643
604.05	7.643
609.06	7.643
614.08	7.642
619.10	7.642
624.12	7.642
629.13	7.642
634.14	7.641
639.16	7.641
644.17	7.641
649.19	7.641
654.20	7.641
659.22	7.641
664.23	7.640
669.25	7.640
674.26	7.640
679.28	7.640
684.29	7.639
689.31	7.639
694.32	7.639
699.33	7.638
704.35	7.638
709.36	7.638
714.38	7.638
719.39	7.638
724.41	7.638
729.42	7.637
734.43	7.637
739.44	7.637
744.45	7.637
749.46	7.637
754.47	7.636
759.49	7.636
764.50	7.636
769.51	7.636
774.52	7.636
779.53	7.635
784.55	7.635
789.56	7.635
794.58	7.635
799.59	7.635
804.61	7.634
809.62	7.634
814.64	7.634
819.65	7.633
824.66	7.633
829.68	7.633
834.69	7.633
839.71	7.633
844.72	7.632
849.73	7.632
854.75	7.632
859.77	7.632
864.78	7.632
869.79	7.631
874.81	7.631
879.82	7.631
884.84	7.631
889.85	7.630
894.86	7.630
899.88	7.630
904.89	7.630
909.91	7.630
914.92	7.629
919.94	7.629
924.95	7.629
929.96	7.629
934.98	7.628
939.99	7.628
945.00	7.628
950.02	7.628
955.03	7.628
960.05	7.627
965.06	7.627
970.07	7.627
975.08	7.627
980.10	7.626
985.11	7.626
990.12	7.626
995.13	7.626
1000.14	7.626
1005.15	7.626
1010.16	7.625
1015.18	7.625
1020.19	7.625
1025.20	7.625
1030.21	7.624
1035.23	7.624
1040.24	7.624
1045.26	7.624
1050.27	7.624
1055.29	7.623
1060.30	7.623
1065.32	7.623
1070.33	7.623
1075.34	7.623
1080.36	7.622
1085.37	7.622
1090.39	7.622
1095.40	7.622
1100.41	7.621
1105.43	7.621
1110.44	7.621
1115.46	7.621
1120.47	7.620
1125.49	7.620
1130.50	7.620
1135.52	7.620
1140.53	7.620
1145.55	7.620
1150.56	7.619
1155.58	7.619
1160.59	7.619
1165.61	7.618
1170.62	7.618
1175.64	7.618
1180.65	7.618
1185.66	7.618
1190.67	7.617
1195.68	7.617
1200.69	7.617
1205.70	7.617
1210.72	7.617
1215.73	7.616
1220.74	7.616
1225.75	7.616
1230.76	7.616
1235.77	7.616
1240.79	7.615
1245.80	7.615
1250.81	7.615
1255.82	7.615
1260.83	7.615
1265.84	7.615
1270.86	7.614
1275.87	7.614
1280.88	7.614
1285.89	7.613
1290.90	7.614
1295.92	7.613
1300.93	7.613
1305.94	7.613
1310.95	7.613
1315.96	7.612
1320.97	7.612
1325.98	7.612
1331.00	7.612
1336.01	7.611
1341.02	7.611
1346.03	7.611
1351.04	7.611
1356.05	7.611
1361.07	7.610
1366.08	7.610
1371.09	7.610
1376.10	7.610
1381.11	7.610
1386.12	7.609
1391.13	7.609
1396.15	7.609
1401.16	7.609
1406.17	7.608
1411.18	7.608
1416.19	7.608
1421.20	7.608
1426.22	7.608
1431.23	7.607
1436.24	7.607
1441.25	7.607
1446.26	7.606
1451.27	7.607
1456.28	7.606
1461.30	7.606
1466.31	7.606
1471.32	7.606
1476.33	7.606
1481.34	7.605
1486.35	7.605
1491.37	7.605
1496.38	7.605
1501.39	7.605
1506.40	7.604
1511.41	7.604
1516.42	7.604
1521.43	7.603
1526.45	7.603
1531.46	7.603
1536.47	7.602
1541.48	7.602
1546.49	7.602
1551.51	7.602
1556.52	7.602
1561.53	7.601
1566.55	7.601
1571.56	7.601
1576.57	7.601
1581.58	7.601
1586.59	7.601
1591.60	7.600
1596.61	7.600
1601.63	7.600
1606.64	7.600
1611.65	7.599
1616.66	7.599
1621.67	7.599
1626.68	7.599
1631.69	7.599
1636.71	7.598
1641.72	7.598
1646.73	7.598
1651.74	7.598
1656.75	7.597
1661.76	7.597
1666.77	7.597
1671.79	7.597
1676.80	7.597
1681.81	7.596
1686.82	7.596
1691.83	7.596
1696.84	7.596
1701.86	7.596
1706.87	7.595
1711.88	7.595
1716.89	7.595
1721.90	7.595
1726.91	7.594
1731.92	7.594
1736.94	7.594
1741.95	7.594
1746.96	7.594
1751.97	7.593
1756.98	7.593
1761.99	7.593
1767.01	7.593
1772.02	7.592
1777.03	7.592
1782.04	7.592
1787.05	7.592
1792.06	7.592
1797.07	7.592
1802.09	7.591
1807.10	7.591
1812.11	7.591
1817.12	7.591
1822.13	7.590
1827.14	7.590
1832.15	7.590
1837.17	7.589
1842.18	7.589
1847.19	7.589
1852.20	7.589
1857.21	7.589
1862.22	7.589
1867.23	7.588
1872.25	7.588
1877.26	7.588
1882.27	7.588
1887.28	7.588
1892.29	7.588
1897.30	7.587
1902.32	7.587
1907.33	7.587
1912.34	7.586
1917.35	7.586
1922.36	7.586
1927.37	7.586
1932.38	7.586
1937.39	7.585
1942.41	7.585
1947.42	7.585
1952.43	7.585
1957.44	7.584
1962.45	7.584
1967.46	7.584
1972.48	7.584
1977.49	7.584
1982.50	7.584
1987.51	7.583
1992.52	7.583
1997.53	7.583
2002.54	7.583
2007.55	7.583
2012.57	7.582
2017.58	7.582
2022.59	7.582
2027.60	7.582
2032.61	7.582
2037.62	7.581
2042.64	7.581
2047.65	7.581
2052.66	7.581
2057.67	7.580
2062.68	7.580
2067.69	7.580
2072.70	7.580
2077.72	7.579
2082.73	7.579
2087.74	7.579
2092.75	7.579
2097.76	7.578
2102.77	7.578
2107.78	7.578
2112.80	7.578
2117.81	7.578
2122.82	7.578
2127.83	7.577
2132.84	7.577
2137.85	7.577
2142.87	7.577
2147.88	7.576
2152.89	7.576
2157.90	7.576
2162.91	7.576
2167.92	7.575
2172.94	7.575
2177.95	7.575
2182.96	7.575
2187.97	7.575
2192.98	7.575
2197.99	7.574
2203.00	7.574
2208.02	7.574
2213.03	7.574
2218.04	7.573
2223.05	7.573
2228.06	7.573
2233.07	7.572
2238.09	7.572
2243.10	7.572
2248.11	7.572
2253.12	7.572
2258.13	7.572
2263.14	7.571
2268.15	7.571
2273.17	7.571
2278.18	7.571
2283.19	7.571
2288.20	7.570
2293.21	7.570
2298.22	7.570
2303.23	7.570
2308.25	7.570
2313.26	7.569
2318.27	7.569
2323.28	7.569
2328.29	7.568
2333.30	7.568
2338.32	7.568
2343.33	7.568
2348.34	7.568
2353.35	7.567
2358.36	7.567
2363.37	7.567
2368.38	7.567
2373.40	7.567
2378.41	7.567
2383.42	7.566
2388.43	7.566
2393.44	7.566
2398.45	7.566
2403.47	7.565
