0.00	7.917
5.01	7.914
10.02	7.914
15.04	7.914
20.05	7.914
25.06	7.914
30.07	7.914
35.08	7.914
40.10	7.914
45.11	7.914
50.12	7.914
55.13	7.913
60.14	7.677
65.15	7.694
70.16	7.699
75.18	7.702
80.19	7.703
85.20	7.705
90.21	7.706
95.22	7.707
100.23	7.707
105.25	7.707
110.26	7.707
115.27	7.707
120.28	7.706
125.29	7.706
130.30	7.706
135.32	7.705
140.33	7.705
145.34	7.704
150.35	7.704
155.36	7.703
160.37	7.703
165.38	7.703
170.40	7.702
175.41	7.702
180.42	7.701
185.43	7.701
190.44	7.701
195.45	7.700
200.47	7.700
205.48	7.699
210.49	7.699
215.50	7.699
220.51	7.698
225.52	7.698
230.53	7.698
235.55	7.697
240.56	7.697
245.57	7.697
250.58	7.696
255.59	7.696
260.60	7.696
265.61	7.695
270.63	7.695
275.64	7.695
280.65	7.695
285.66	7.694
290.67	7.694
295.68	7.694
300.69	7.693
305.71	7.693
310.72	7.693
315.73	7.693
320.74	7.692
325.75	7.692
330.76	7.692
335.78	7.692
340.79	7.691
345.80	7.691
350.81	7.691
355.82	7.691
360.83	7.690
365.84	7.690
370.86	7.690
375.87	7.690
380.88	7.689
385.89	7.689
390.90	7.690
395.91	7.689
400.93	7.689
405.94	7.689
410.95	7.689
415.96	7.688
420.97	7.688
425.98	7.688
430.99	7.687
436.01	7.687
441.02	7.687
446.03	7.687
451.04	7.686
456.05	7.686
461.06	7.686
466.08	7.686
471.09	7.686
476.10	7.685
481.11	7.685
486.12	7.685
491.13	7.684
496.14	7.684
501.15	7.684
506.17	7.684
511.18	7.684
516.19	7.684
521.20	7.683
526.21	7.683
531.22	7.683
536.24	7.683
541.25	7.682
546.26	7.682
551.27	7.682
556.28	7.682
561.29	7.681
566.30	7.681
571.32	7.681
576.33	7.681
581.34	7.681
586.35	7.680
591.36	7.680
596.37	7.680
601.39	7.680
606.40	7.680
611.41	7.679
616.42	7.679
621.43	7.679
626.44	7.679
631.46	7.679
636.47	7.678
641.48	7.678
646.49	7.678
651.50	7.678
656.51	7.678
661.52	7.677
666.54	7.677
671.55	7.677
676.56	7.676
681.57	7.676
686.58	7.676
691.59	7.676
696.60	7.676
701.61	7.675
706.63	7.675
711.64	7.675
716.65	7.675
721.66	7.675
726.67	7.674
731.68	7.674
736.70	7.674
